0,83/1440,13/144,13/80,33/80,1/2
0,677/13776,265/3444,159/1148,101/287,35/82
0,77/1248,263/2496,155/832,363/832,1801/3328
0,319/5472,125/1368,25/152,63/152,5791/10944
0,337/5424,131/1356,393/2260,901/2260,10105/21696
0,5/72,31/288,167/864,383/864,497/864
0,17/288,13/144,47/288,119/288,157/288
0,1273/20400,491/5100,59/340,677/1700,1933/4080
0,341/5520,133/1380,159/920,413/920,241/368
0,217/3744,43/468,17/104,43/104,121/208
0,265/4272,517/5340,309/1780,709/1780,703/1424
0,193/3432,25/286,45/286,175/429,302/429
0,133/2376,155/1782,31/198,11/27,1517/1782
0,115/2016,5/56,9/56,26/63,89/126
0,133/2376,155/1782,31/198,11/27,991/1782
0,5343449/150927840,2073161/37731960,3732317/37731960,355886/1572165,4801817/9432990
0,3168037/79399680,409767/6616640,2213113/19849920,158239/620310,158239/310155
0,1703359/29090400,1975013/21817800,3555241/21817800,410639/1090890,4993377/9696800
0,217/7488,85/1872,17/208,97/468,1/2
0,319/9120,25/456,15/152,1/4,1/2
0,31/608,325/4104,65/456,10/27,1/2
0,1315/53088,515/13272,309/4424,14/79,473/1106
0,1289/44352,505/11088,101/1232,16/77,32/77
0,1687/36800,131/1840,1179/9200,383/1150,517/1150
0,1297673/39842440,1668083/29881830,23561273/239054640,109656587/478109280,15604099/29881830
0,51213/1372525,1316786/20587875,4649903/41175750,21634853/82351500,21634853/41175750
0,74254541/1388681580,253246381/2777363160,223589921/1388681580,528237247/1388681580,5955251407/11109452640
0,4877/160425,1523/32085,13711/160425,91901/427800,82651/160425
0,143264/3903675,223784/3903675,402928/3903675,4046939/15614700,4046939/7807350
0,442033/8384880,1544593/18865980,2780581/18865980,1023121/2695140,8826913/16769760
0,21119/812820,32969/812820,415531/5689740,27499/149730,358147/812820
0,144787/4748580,226117/4748580,407129/4748580,2045621/9497160,2045621/4748580
0,64109/1112280,4136/46345,22336/139035,105619/278070,710531/1483040
0,6761/176715,14029/235620,75709/706860,343261/1413720,766217/1413720
0,106789/2476320,13851/206360,149497/1238160,677683/2476320,677683/1238160
0,158581/2633400,13621/146300,220453/1316700,507511/1316700,744367/1316700
0,749/24090,1763/36135,12679/144540,63421/289080,18949/36135
0,733/19525,3452/58575,12413/117150,62027/234300,62027/117150
0,49021/926640,18917/231660,34079/231660,9767/25740,250577/463320
0,757/28490,509/12210,3203/42735,32059/170940,38329/85470
0,247/7920,1163/23760,697/7920,5227/23760,5227/11880
0,6949/120120,2683/30030,4831/30030,22849/60060,19567/40040
0,193/5040,5/84,3/28,691/2520,151/252
0,5995/140616,1165/17577,233/1953,7153/23436,7153/11718
0,25285/458388,9788/114597,3911/25466,61373/152796,195869/305592
0,383/11592,25/483,15/161,2671/11592,88/161
0,1123/28140,88/1407,264/2345,2609/9380,2609/4690
0,6361/117936,827/9828,1483/9828,11411/29484,11311/19656
0,83/2940,13/294,39/490,193/980,229/490
0,71/2142,445/8568,89/952,55/238,55/119
0,67/1144,1/11,327/2002,1543/4004,4099/8008
0,83/1680,13/168,39/280,99/280,239/280
0,217/3744,85/936,17/104,97/234,97/117
0,229/3696,89/924,267/1540,173/385,519/770
0,3617/77616,1405/19404,281/2156,547/1617,2635/3234
0,7039/123120,547/6156,547/3420,56/135,112/135
0,71/1170,11/117,11/65,778/1755,1411/1755
0,983/25488,385/6372,77/708,293/1062,1355/2124
0,319/6840,25/342,5/38,1/3,2/3
0,7169/125712,2785/31428,557/3492,1087/2619,1853/2619
0,83/2520,13/252,13/140,33/140,229/420
0,485/12528,95/1566,19/174,289/1044,289/522
0,965/17136,1495/17136,299/1904,1175/2856,3389/5712
0,823/10560,4/33,12/55,24/55,21979/42240
0,319/4560,25/228,15/76,15/38,1/2
0,217/3744,85/936,17/104,17/52,97/234
0,101/1428,115/952,305/1428,305/714,893/1632
0,125/1776,49/444,147/740,147/370,1901/3552
0,553/7992,215/1998,43/222,43/111,547/1184
0,707/9024,137/1128,41/188,41/94,2639/4512
0,79/1104,151/1380,91/460,91/230,1531/2760
0,1247/17928,481/4482,289/1494,289/747,8443/17928
0,643/8256,251/2064,75/344,75/172,1823/2752
0,421/6000,167/1500,99/500,99/250,599/1000
0,433/6264,169/1566,101/522,101/261,3089/6264
0,553/7992,215/1998,43/222,43/111,77/111
0,373/5400,29/270,29/150,29/75,457/540
0,319/4560,25/228,15/76,15/38,53/76
0,373/5400,29/270,29/150,29/75,1459/2700
0,15650023/391522560,2024509/32626880,10934179/97880640,10934179/48940320,6242477/12235080
0,5153287/112596960,2000183/28149240,3600931/28149240,3600931/14074620,3600931/7037310
0,8329821/123092320,3219829/30773080,17388139/92319240,17388139/46159620,63673673/123092320
0,125/3552,49/888,147/1480,147/740,1/2
0,17/384,5/72,1/8,1/4,1/2
0,19/288,155/1512,31/168,31/84,1/2
0,421/14400,11/240,33/400,33/200,187/450
0,1237/35040,97/1752,291/2920,291/1460,291/730
0,1609/27904,625/6976,1125/6976,1125/3488,381/872
0,1262977/33764115,2165176/33764115,7645919/67528230,7645919/33764115,11828517/22509410
0,113239/2588190,291233/3882285,2056909/15529140,2056909/7764570,2056909/3882285
0,5573351/87998460,247124803/2287959960,218190023/1143979980,218190023/571989990,292159073/538343520
0,140218/3796725,219118/3796725,394526/3796725,789052/3796725,3936943/7593450
0,497/10695,259/3565,1399/10695,2798/10695,5596/10695
0,1278957/18766160,212897/2010660,2682803/14074620,2682803/7037310,20045117/37532320
0,15749/513360,73817/1540080,44303/513360,44303/256680,663541/1540080
0,27739/748650,43357/748650,15613/149730,15613/74865,31226/74865
0,5722441/83763240,738533/6980270,3988363/20940810,3988363/10470405,53091579/111684320
0,1597/36960,113/1680,559/4620,559/2310,20233/36960
0,20803/420420,2699/35035,29131/210210,29131/105105,58262/105105
0,309383/4444440,59798/555555,71689/370370,71689/185185,1278941/2222220
0,239/6325,1126/18975,4049/37950,4049/18975,20101/37950
0,701/14740,826/11055,11881/88440,11881/44220,11881/22110
0,6689/97680,18071/170940,4651/24420,4651/12210,189011/341880
0,29/924,683/13860,307/3465,614/3465,305/693
0,709/18700,3341/56100,6007/56100,6007/28050,6007/14025
0,36859/537240,14233/134310,51257/268620,51257/134310,87167/179080
0,3305/68544,1285/17136,257/1904,257/952,1149/1904
0,2533/45864,985/11466,197/1274,197/637,394/637
0,1223/16884,6157/54873,1230/6097,2460/6097,31821/48776
0,1097/27300,86/1365,258/2275,516/2275,2533/4550
0,17/336,5/63,1/7,2/7,4/7
0,2025/29008,2371/21756,1417/7252,1417/3626,8669/14504
0,185/5544,145/2772,29/308,29/154,641/1386
0,271/6720,85/1344,51/448,51/224,51/112
0,1583/22792,1229/11396,552/2849,1104/2849,11721/22792
0,319/5472,125/1368,25/152,25/76,63/76
0,125/1776,49/444,147/740,147/370,147/185
0,1093/14016,425/3504,255/1168,255/584,765/1168
0,2303/40176,895/10044,179/1116,179/558,1357/1674
0,373/5040,29/252,29/140,29/70,29/35
0,5/63,31/252,31/140,31/70,45/56
0,59/1260,37/504,37/280,37/140,177/280
0,17/288,5/54,1/6,1/3,2/3
0,373/5040,29/252,29/140,29/70,99/140
0,319/8208,125/2052,25/228,25/114,359/684
0,931/19800,73/990,73/550,73/275,146/275
0,1813/25146,1405/12573,281/1397,562/1397,295/508
0,30364/384615,54238/384615,37957/153846,28205/51282,143783/256410
0,13799/160776,23539/160776,103751/401940,12469/22330,966671/1607760
0,10882/137445,18728/137445,66029/274890,30431/54978,156173/274890
0,44026/555555,74918/555555,132133/555555,307694/555555,129264/185185
0,1681/21021,2867/21021,1033/4290,116579/210210,5323/8580
0,35267/410256,60073/410256,529687/2051280,1145999/2051280,243937/410256
0,14017/177177,23909/177177,210761/885885,490822/885885,1376707/1771770
0,12119/153153,20641/153153,181994/765765,24944/45045,301687/340340
0,6047/75999,10312/75999,91024/379995,420691/759990,1180681/1519980
0,12119/153153,20641/153153,181994/765765,24944/45045,2044069/3063060
0,44819/503580,20017/125895,112069/402864,112069/201432,95429/167860
0,40961/437052,69877/437052,153997/546315,307994/546315,222377/364210
0,5332/57519,9179/57519,323627/1150380,323627/575190,33349/57519
0,42718/454839,72698/454839,641111/2274195,1282222/2274195,2157241/3032260
0,11549/123354,19699/123354,347801/1233540,347801/616770,1581341/2467080
0,34831/370986,59333/370986,523169/1854930,523169/927465,447655/741972
0,1509/16093,7723/48279,68081/241395,136162/241395,377557/482790
0,1669/17787,2843/17787,8356/29645,16712/29645,26343/29645
0,1943/20790,1657/10395,5851/20790,5851/10395,8123/10395
0,1669/17787,2843/17787,8356/29645,16712/29645,20014/29645
0,5270791/43575840,4893799/21787920,17082761/43575840,24859559/43575840,8599453/14525280
0,442877/3534300,393863/1767150,125957/321300,2044753/3534300,9241853/14137200
0,524983/4213440,469543/2106720,1650857/4213440,2434007/4213440,2576263/4213440
0,1537859/12266100,1367381/6133050,4808149/12266100,7099831/12266100,130127/175230
0,637913/5100480,567227/2550240,1999573/5100480,2951317/5100480,7100053/10200960
0,3937051/31392900,3497689/15696450,12307481/31392900,18170519/31392900,8905811/13952400
0,1537859/12266100,1367381/6133050,4808149/12266100,7099831/12266100,19365931/24532200
0,11581/92400,23189/103950,81481/207900,481351/831600,742979/831600
0,470597/3769920,420701/1884960,1476499/3769920,2181589/3769920,5951509/7539840
0,11581/92400,23189/103950,81481/207900,481351/831600,142493/207900
0,106830437/897866640,19822585/89786664,112225823/299288880,519112951/897866640,251330057/326496960
0,43625237/355758480,15798359/71151696,45251153/118586160,102992933/177879240,45251153/59293080
0,765023971/6103893180,345371459/1525973295,1449753839/3662335908,706430981/1220778636,2587882279/3487938960
