0,272/1485,544/1485,1697/2970,70/99,2573/2970
0,223/1215,446/1215,4169/7290,172/243,11587/14580
0,1/6,1/3,49/90,2/3,781/1080
0,1/6,1/3,49/90,2/3,173/216
0,1/6,1/3,59/108,2/3,167/216
0,1/6,1/3,49/90,2/3,5/6
0,1/6,1/3,49/90,2/3,11/12
0,1/6,1/3,59/108,2/3,5/6
0,1/6,1/3,49/90,2/3,3/4
0,197/1110,197/555,4367/7770,376/555,1515/2072
0,523/2940,523/1470,827/1470,1993/2940,1587/1960
0,61/345,122/345,3103/5520,467/690,8623/11040
0,523/2940,523/1470,827/1470,1993/2940,4933/5880
0,206/1155,412/1155,1301/2310,1567/2310,4241/4620
0,409/2280,409/1140,2579/4560,1549/2280,3829/4560
0,206/1155,412/1155,1301/2310,1567/2310,1171/1540
0,997/5760,997/2880,799/1440,3877/5760,59/80
0,299/1680,299/840,947/1680,1139/1680,299/420
0,523/2850,523/1425,3263/5700,974/1425,202/285
0,523/2940,523/1470,827/1470,1993/2940,629/735
0,206/1155,412/1155,1301/2310,1567/2310,3589/4620
0,2041/13860,2041/6930,2441/4620,2041/3465,4289/6930
0,1945/12936,1945/6468,1129/2156,1945/3234,9155/12936
0,107/714,107/357,125/238,214/357,232/357
0,1415/9324,1415/4662,799/1554,1415/2331,7265/9324
0,227/1512,227/756,395/756,227/378,1151/1512
0,199/1323,398/1323,692/1323,796/1323,907/1323
0,199/1323,398/1323,692/1323,796/1323,2119/2646
0,1348/8967,2696/8967,1566/2989,5392/8967,16115/17934
0,107/714,107/357,125/238,214/357,571/714
0,1348/8967,2696/8967,1566/2989,5392/8967,4201/5978
0,2867/18480,2867/9240,1691/3080,7439/9240,5267/6160
0,179/1155,358/1155,169/308,169/210,379/420
0,2867/18480,2867/9240,1691/3080,7439/9240,17557/18480
0,293/1890,293/945,1039/1890,761/945,853/945
0,191/1344,191/672,25/48,49/72,2909/4032
0,4175/29862,4175/14931,2578/4977,41113/59724,191413/238896
0,59/420,59/210,109/210,193/280,319/420
0,1531/10962,1531/5481,946/1827,15107/21924,37031/43848
0,290/2079,580/2079,1076/2079,5723/8316,30629/33264
0,2159/15540,2159/7770,1339/2590,21331/31080,52411/62160
0,290/2079,580/2079,1076/2079,5723/8316,8509/11088
0,495/3332,495/1666,1/2,5261/9996,22045/39984
0,5335/35532,5335/17766,1/2,4789/8883,9665/15792
0,1133/7560,1133/3780,1/2,407/756,8693/15120
0,142/945,284/945,1/2,2041/3780,26507/37800
0,631/4200,631/2100,1/2,284/525,2731/4200
0,142/945,284/945,1/2,2041/3780,4499/7560
0,417/2744,417/1372,1/2,569/1029,6283/8232
0,631/4200,631/2100,1/2,284/525,3/4
0,142/945,284/945,1/2,2041/3780,3058/4725
0,142/945,284/945,1/2,2041/3780,5821/7560
0,797/5292,797/2646,1/2,1429/2646,9343/10584
0,737/4872,737/2436,1/2,6593/12180,18773/24360
0,797/5292,797/2646,1/2,1429/2646,773/1176
0,61/455,122/455,1/2,943/1820,4023/7280
0,277/2016,277/1008,1/2,529/1008,277/504
0,1963/12936,1963/6468,1/2,1135/2156,298/539
0,97/672,97/336,1/2,179/336,1651/2688
0,149/966,149/483,1/2,5213/9660,298/483
0,233/1470,233/735,1/2,397/735,297/490
0,337/2464,337/1232,1/2,645/1232,2801/4928
0,1/7,2/7,1/2,15/28,4/7
0,211/1365,422/1365,1/2,2941/5460,788/1365
0,2641/18228,2641/9114,1/2,9829/18228,22319/36456
0,631/4200,631/2100,1/2,284/525,631/1050
0,5309/34104,5309/17052,1/2,2308/4263,9925/17052
0,142/945,284/945,1/2,2041/3780,12799/18900
0,142/945,284/945,1/2,2041/3780,1513/1890
0,797/5292,797/2646,1/2,1429/2646,2425/3528
0,5983/43512,5983/21756,1/2,12869/21756,53477/87024
0,317/2268,317/1134,1/2,8231/13608,4735/6804
0,643/4620,643/2310,1/2,11149/18480,2953/4620
0,290/2079,580/2079,1/2,10057/16632,51637/66528
0,941/6720,941/3360,1/2,2029/3360,3/4
0,317/2268,317/1134,1/2,8231/13608,18479/27216
0,290/2079,580/2079,1/2,10057/16632,26689/33264
0,421/3024,421/1512,1/2,457/756,5435/6048
0,247/1785,494/1785,1/2,3443/5712,9155/11424
0,421/3024,421/1512,1/2,457/756,1423/2016
0,211/1365,422/1365,1/2,788/1365,1121/1820
0,178/1155,356/1155,1/2,1333/2310,1627/2310
0,253/1638,253/819,1/2,1891/3276,536/819
0,211/1365,422/1365,1/2,788/1365,8401/10920
0,193/1260,193/630,1/2,1453/2520,3/4
0,178/1155,356/1155,1/2,1333/2310,3083/4620
0,211/1365,422/1365,1/2,788/1365,2153/2730
0,521/3360,521/1680,1/2,3881/6720,187/210
0,373/2394,373/1197,1/2,2767/4788,7555/9576
0,521/3360,521/1680,1/2,3881/6720,1539/2240
0,253/1680,253/840,1/2,1933/3360,421/672
0,253/1638,253/819,1/2,1891/3276,506/819
0,253/1596,253/798,1/2,1849/3192,1291/2128
0,178/1155,356/1155,1/2,1333/2310,529/770
0,211/1365,422/1365,1/2,788/1365,2209/2730
0,521/3360,521/1680,1/2,3881/6720,475/672
0,143/1008,143/504,1/2,2/3,715/1008
0,169/1218,169/609,1/2,1655/2436,7745/9744
0,47/336,47/168,1/2,457/672,3/4
0,32/231,64/231,1/2,629/924,1553/1848
0,151/1092,151/546,1/2,53/78,4009/4368
0,11/80,11/40,1/2,65/96,161/192
0,151/1092,151/546,1/2,53/78,1109/1456
0,149/1020,149/510,1/2,659/1020,1427/2040
0,61/420,61/210,1/2,271/420,1321/1680
0,53/360,53/180,1/2,233/360,3/4
0,61/420,61/210,1/2,271/420,691/840
0,13/90,13/45,1/2,29/45,653/720
0,113/792,113/396,1/2,509/792,1301/1584
0,13/90,13/45,1/2,29/45,59/80
0,23/156,23/78,1/2,3/4,53/65
0,11/75,22/75,1/2,3/4,7/8
0,23/156,23/78,1/2,3/4,243/260
0,43/288,43/144,1/2,3/4,7/8
0,57/392,57/196,1/2,265/294,727/784
0,57/392,57/196,1/2,177/196,373/392
0,57/392,57/196,1/2,265/294,2291/2352
0,61/420,61/210,1/2,155/168,323/336
0,979/7560,979/3780,1/2,8077/15120,1387/2520
0,11/84,11/42,1/2,641/1176,703/1176
0,337/2576,337/1288,1/2,5609/10304,2913/5152
0,193/1470,193/735,1/2,1927/3528,339/490
0,279/2128,279/1064,1/2,4653/8512,1343/2128
0,122/931,244/931,1/2,4065/7448,8765/14896
0,311/2352,311/1176,1/2,435/784,2395/3136
0,12/91,24/91,1/2,3191/5824,3/4
0,193/1470,193/735,1/2,1927/3528,1529/2352
0,122/931,244/931,1/2,4065/7448,11513/14896
0,295/2254,295/1127,1/2,4923/9016,31873/36064
0,395/3024,395/1512,1/2,2207/4032,6239/8064
0,295/2254,295/1127,1/2,4923/9016,23883/36064
0,279/2128,279/1064,1/2,279/532,4653/8512
0,61/455,122/455,1/2,244/455,873/1456
0,337/2520,337/1260,1/2,337/630,2857/5040
0,547/4060,547/2030,1/2,547/1015,5643/8120
0,83/616,83/308,1/2,83/154,391/616
0,207/1540,207/770,1/2,207/385,361/616
0,771/5600,771/2800,1/2,771/1400,533/700
0,205/1512,205/756,1/2,205/378,3/4
0,547/4060,547/2030,1/2,547/1015,1317/2030
0,207/1540,207/770,1/2,207/385,296/385
0,207/1540,207/770,1/2,207/385,681/770
0,83/616,83/308,1/2,83/154,237/308
0,207/1540,207/770,1/2,207/385,503/770
0,107/714,107/357,1/2,214/357,223/357
0,323/2100,323/1050,1/2,323/525,1481/2100
0,193/1260,193/630,1/2,193/315,823/1260
0,323/2100,323/1050,1/2,323/525,136/175
