0,31/1104,31/552,19/92,1/2,417/736
0,19/704,19/352,2/11,1/2,371/704
0,27/760,27/380,15/76,1/2,787/1520
0,33/1400,33/700,61/350,1/2,117/175
0,21/832,21/416,19/104,1/2,123/208
0,31/1104,31/552,19/92,1/2,305/552
0,15/616,15/308,27/154,1/2,3/4
0,31/1288,31/644,4/23,1/2,563/644
0,5/192,5/96,17/96,1/2,3/4
0,31/1288,31/644,4/23,1/2,403/644
0,19/416,19/208,1/4,1/2,853/1664
0,19/416,19/208,1/4,1/2,887/1664
0,17/432,17/216,1/4,1/2,449/864
0,3/88,3/44,1/4,1/2,511/880
0,3/80,3/40,1/4,1/2,43/80
0,13/288,13/144,1/4,1/2,301/576
0,3/88,3/44,1/4,1/2,151/220
0,5/144,5/72,1/4,1/2,5/8
0,3/88,3/44,1/4,1/2,31/55
0,7/200,7/100,1/4,1/2,3/4
0,7/200,7/100,1/4,1/2,7/8
0,3/80,3/40,1/4,1/2,3/4
0,7/200,7/100,1/4,1/2,5/8
0,5/168,5/84,55/336,139/336,683/1344
0,1/48,1/24,17/120,47/120,1/2
0,41/2400,41/1200,7/60,97/300,31/75
0,5/168,5/84,55/336,139/336,701/1344
0,9/400,9/200,29/200,79/200,409/800
0,27/1064,27/532,223/1596,47/133,5545/12768
0,1/42,1/21,59/336,143/336,187/336
0,1/48,1/24,17/120,47/120,25/48
0,57/2296,57/1148,159/1148,101/287,2017/4592
0,17/832,17/416,63/416,181/416,269/416
0,11/560,11/280,1/7,11/28,4/7
0,65/3136,65/1568,15/98,291/784,745/1568
0,31/1656,31/828,28/207,80/207,287/414
0,65/3528,65/1764,59/441,170/441,71/84
0,21/1040,21/520,9/65,51/130,181/260
0,65/3528,65/1764,59/441,170/441,953/1764
0,6835/458304,6835/229152,4735/57288,11981/57288,2405/4774
0,6709/372000,6709/186000,1547/15500,11731/46500,11731/23250
0,29083/1151712,29083/575856,5197/35991,53821/143964,64823/127968
0,39/3680,39/1840,33/460,91/460,1/2
0,19/1408,19/704,1/11,1/4,1/2
0,131/7392,131/3696,17/132,31/84,1/2
0,79/9024,79/4512,67/1128,185/1128,39/94
0,77/7200,77/3600,13/180,179/900,179/450
0,265/17152,265/8576,241/2144,691/2144,117/268
0,143/9300,143/4650,9437/111600,1981/9300,14273/27900
0,6313/339450,6313/169725,138673/1357800,87239/339450,87239/169725
0,108643/4251960,108643/2125980,619177/4251960,400031/1062990,8826637/17007840
0,76/6975,152/6975,163/2232,2797/13950,7051/13950
