0,137/600,71/180,1177/1800,251/360,3019/3600
0,71/300,59/150,67/100,209/300,167/200
0,487/2070,1216/3105,4153/6210,4321/6210,10531/12420
0,191/810,1112/2835,3791/5670,3947/5670,2323/2520
0,47/200,59/150,2/3,209/300,509/600
0,191/810,1112/2835,3791/5670,3947/5670,17561/22680
0,251/1040,4061/10920,29311/43680,14981/21840,5753/7280
0,19/80,122/315,3391/5040,437/630,244/315
0,659/2790,12184/29295,39967/58590,41479/58590,36263/46872
0,1413/6160,911/2310,12137/18480,3221/4620,31103/36960
0,358/1575,664/1575,701/1050,2239/3150,1328/1575
0,10319/44520,9719/22260,30427/44520,31979/44520,75617/89040
0,154/645,10471/27090,9112/13545,37561/54180,22657/27090
0,287/1240,1819/4340,734/1085,6159/8680,1819/2170
0,307/1300,5987/13650,6317/9100,19637/27300,15417/18200
0,261/1120,211/560,2209/3360,771/1120,491/560
0,537/2300,1351/3450,4603/6900,4801/6900,1351/1725
0,299/1295,1594/3885,5197/7770,5479/7770,2371/3108
0,3259/13860,907/2310,9253/13860,3217/4620,12571/13860
0,87/364,1213/2730,1279/1820,3943/5460,1213/1365
0,953/3948,899/1974,703/987,2873/3948,13999/15792
0,7683/32830,19384/49245,65587/98490,68629/98490,167119/196980
0,33/140,3/7,193/280,5/7,6/7
0,1441/6020,1341/3010,4237/6020,4351/6020,10371/12040
0,7029/30100,8611/22575,59501/90300,15593/22575,48443/60200
0,1031/4410,2608/6615,327/490,9223/13230,5216/6615
0,6219/26600,4163/9975,54071/79800,7069/9975,25001/31920
0,311/1260,2827/7560,626/945,1571/1890,4961/5670
0,311/1260,2827/7560,626/945,1571/1890,3461/3780
0,311/1260,2827/7560,626/945,1571/1890,2711/2835
0,173/700,1571/4200,116/175,291/350,641/700
0,71/340,193/510,5981/9180,2078/2295,8539/9180
0,113/540,409/1080,88/135,49/54,103/108
0,71/340,193/510,5981/9180,2078/2295,8953/9180
0,13/60,107/280,23/35,14/15,29/30
0,789/3400,4009/10200,1399/2040,439/600,5361/6800
0,459/2080,19/48,4181/6240,4721/6240,10691/12480
