0,1/30,1/15,2/15,1/4,4/15,8/15
0,649/13800,649/6900,649/3450,649/1840,649/1725,7549/13800
0,31/1575,62/1575,124/1575,31/210,248/1575,439/1050
0,91/3660,91/1830,91/915,91/488,182/915,364/915
0,547/12000,547/6000,547/3000,547/1600,547/1500,11159/24000
0,85601/2696400,85601/1348200,85601/674100,321191/1348200,85601/337050,399629/674100
0,803/21000,803/10500,803/5250,3013/10500,803/2625,1606/2625
0,70201/1398600,70201/699300,70201/349650,526217/1398600,70201/174825,3612439/5594400
0,43/1624,43/812,43/406,645/3248,43/203,449/812
0,1/28,1/14,1/7,15/56,2/7,4/7
0,149/3080,149/1540,149/770,447/1232,149/385,919/1540
0,87/4130,87/2065,174/2065,261/1652,348/2065,1819/4130
0,85/3192,85/1596,85/798,425/2128,85/399,170/399
0,1257/27104,1257/13552,1257/6776,18855/54208,1257/3388,13399/27104
0,49/1500,49/750,49/375,719/3000,98/375,469/750
0,3601/87600,3601/43800,3601/21900,17613/58400,3601/10950,3601/5475
0,59501/1150800,59501/575400,59501/287700,9084/23975,59501/143850,1606357/2301600
0,411/13600,411/6800,411/3400,1157/5100,411/1700,6257/10200
0,3601/88200,3601/44100,3601/22050,3379/11025,3601/11025,7202/11025
0,3757/72750,3757/36375,7514/36375,224917/582000,15028/36375,806917/1164000
0,937/39000,937/19500,937/9750,3517/19500,937/4875,9521/19500
0,73/2400,73/1200,73/600,137/600,73/300,73/150
0,3007/62400,3007/31200,3007/15600,1733/4800,3007/7800,137713/249600
0,5/136,5/68,5/34,75/272,5/17,27/34
0,49/1056,49/528,49/264,245/704,49/132,49/66
0,27/520,27/260,27/130,81/208,27/65,81/130
0,73/1992,73/996,73/498,365/1328,73/249,2803/3486
0,31/600,31/300,31/150,31/80,31/75,62/75
0,65/1176,65/588,65/294,325/784,65/147,118/147
0,37/1200,37/600,37/300,37/160,37/150,187/300
0,1/24,1/12,1/6,5/16,1/3,2/3
0,31/600,31/300,31/150,31/80,31/75,53/75
0,5/204,5/102,5/51,25/136,10/51,253/510
0,73/2352,73/1176,73/588,365/1568,73/294,73/147
0,131/2712,131/1356,131/678,655/1808,131/339,3031/5424
0,34597/609840,34597/304920,34597/152460,119303/304920,34637/60984,180121/304920
0,20417/360360,20417/180180,20417/90090,70393/180180,311021/540540,471587/720720
0,7319/129360,7319/64680,7319/32340,25261/64680,334891/582120,39659/64680
0,20417/360360,20417/180180,20417/90090,70393/180180,311021/540540,2863/3861
0,7319/129360,7319/64680,7319/32340,25261/64680,334891/582120,89941/129360
0,20417/360360,20417/180180,20417/90090,70393/180180,311021/540540,1373761/2162160
0,20417/360360,20417/180180,20417/90090,70393/180180,311021/540540,851561/1081080
0,20417/360360,20417/180180,20417/90090,70393/180180,311021/540540,1932641/2162160
0,7319/129360,7319/64680,7319/32340,25261/64680,334891/582120,917011/1164240
0,20417/360360,20417/180180,20417/90090,70393/180180,311021/540540,491201/720720
0,5876953/105598152,5876953/52799076,5876953/26399538,6557983/17599692,152019391/263995380,6690031/8727120
0,504626293/8989960320,504626293/4494980160,504626293/2247490080,567918337/1498326720,2588801669/4494980160,567918337/749163360
0,121498549/2114786520,121498549/1057393260,121498549/528696630,6267764417/15860898900,3043223921/5286966300,2239201097/3021123600
0,20417/360360,20417/180180,20417/90090,70393/180180,311021/540540,160483/180180
0,7319/129360,7319/64680,7319/32340,25261/64680,334891/582120,25261/32340
0,20417/360360,20417/180180,20417/90090,70393/180180,311021/540540,733379/1081080
0,409737593/7146792576,409737593/3573396288,409737593/1786698144,6987947063/17866981440,10261135277/17866981440,21034195687/23822641920
0,372287/6288660,372287/3144330,372287/1572165,640414/1572165,4498978/7860825,1280828/1572165
0,487111/8085420,487111/4042710,487111/2021355,837791/2021355,1152799/2021355,1087553/1347570
0,504626293/8989960320,504626293/4494980160,504626293/2247490080,567918337/1498326720,2588801669/4494980160,7083781829/8989960320
0,1750933/30587700,1750933/15293850,1750933/7646925,1004301/2548975,1468229/2548975,2008602/2548975
0,372287/6288660,372287/3144330,372287/1572165,640414/1572165,4498978/7860825,12359803/15721650
0,409737593/7146792576,409737593/3573396288,409737593/1786698144,6987947063/17866981440,10261135277/17866981440,24616775671/35733962880
0,39337/517608,39337/258804,39337/129402,5965/12324,39337/64701,40795/64701
0,8692/112749,17384/112749,34768/112749,5225/10738,69536/112749,157769/225498
0,337/4368,337/2184,337/1092,101/208,337/546,1429/2184
0,8692/112749,17384/112749,34768/112749,5225/10738,69536/112749,87440/112749
0,1231/16016,1231/8008,1231/4004,835/1716,1231/2002,2551/3432
0,491/6370,491/3185,982/3185,1551/3185,1964/3185,932/1365
0,295/3822,295/1911,590/1911,19/39,1180/1911,3091/3822
0,295/3822,295/1911,590/1911,310/637,1180/1911,3449/3822
0,337/4368,337/2184,337/1092,101/208,337/546,883/1092
0,295/3822,295/1911,590/1911,310/637,1180/1911,911/1274
0,421/5460,421/2730,421/1365,25/52,842/1365,51/52
0,337/4368,337/2184,337/1092,19/39,337/546,38/39
0,295/3822,295/1911,590/1911,19/39,1180/1911,39/49
0,295/3822,295/1911,590/1911,310/637,1180/1911,3401/3822
0,23409/299936,23409/149968,23409/74984,10467/21424,270443/449904,565895/899808
0,27427/348894,27427/174447,54854/174447,2713/5538,7867/12922,489617/697788
0,6869/87360,6869/43680,6869/21840,407/832,17741/29120,28709/43680
0,2126/27027,4252/27027,8504/27027,981/2002,5483/9009,55831/72072
0,107/1365,214/1365,428/1365,191/390,3319/5460,581/780
0,8306/105651,16612/105651,33224/105651,274/559,14291/23478,71696/105651
0,1096/13923,2192/13923,4384/13923,2926/5967,50879/83538,134417/167076
0,24574/312039,49148/312039,98296/312039,7283/14859,42221/69342,748921/832104
0,4087/51870,4087/25935,8174/25935,2419/4940,21039/34580,55619/69160
0,24574/312039,49148/312039,98296/312039,7283/14859,42221/69342,589835/832104
0,295/3822,295/1911,590/1911,310/637,1539/2548,1216/1911
0,1826/23205,3652/23205,7304/23205,3251/6630,56521/92820,14608/23205
0,1565/19656,1565/9828,1565/4914,2419/4914,5935/9828,1355/2184
0,8306/105651,16612/105651,33224/105651,274/559,14291/23478,291061/422604
0,1096/13923,2192/13923,4384/13923,2926/5967,50879/83538,22691/27846
0,24574/312039,49148/312039,98296/312039,7283/14859,42221/69342,1794803/2496312
0,8213/104832,8213/52416,8213/26208,2419/4992,21325/34944,4915/4992
0,1826/23205,3652/23205,7304/23205,3251/6630,56521/92820,3251/3315
0,1096/13923,2192/13923,4384/13923,2926/5967,50879/83538,44269/55692
0,24574/312039,49148/312039,98296/312039,7283/14859,42221/69342,247027/277368
0,1/14,1/7,2/7,13/28,4/7,17/28
0,1/14,1/7,2/7,163/350,4/7,69/100
0,1/14,1/7,2/7,13/28,4/7,9/14
0,1/14,1/7,2/7,163/350,4/7,531/700
0,1/14,1/7,2/7,59/126,4/7,185/252
0,1/14,1/7,2/7,163/350,4/7,459/700
0,1/14,1/7,2/7,13/28,4/7,11/14
0,1/14,1/7,2/7,13/28,4/7,25/28
0,1/14,1/7,2/7,13/28,4/7,19/28
0,1/14,1/7,2/7,19/42,4/7,20/21
0,1/14,1/7,2/7,13/28,4/7,13/14
0,1/14,1/7,2/7,13/28,4/7,3/4
0,1/14,1/7,2/7,13/28,4/7,6/7
0,443/5880,443/2940,443/1470,933/1960,3383/5880,2403/3920
0,520/6909,1040/6909,2080/6909,2195/4606,7949/13818,1373/1974
0,253/3360,253/1680,253/840,533/1120,1933/3360,1093/1680
0,1175/15582,1175/7791,2350/7791,2477/5194,4483/7791,47561/62328
0,227/3024,227/1512,227/756,361/756,1739/3024,1117/1512
0,520/6909,1040/6909,2080/6909,2195/4606,7949/13818,18203/27636
0,443/5880,443/2940,443/1470,933/1960,3383/5880,9263/11760
0,1021/13524,1021/6762,1021/3381,537/1127,7783/13524,24125/27048
0,331/4368,331/2184,331/1092,695/1456,2515/4368,6883/8736
0,1021/13524,1021/6762,1021/3381,537/1127,7783/13524,6163/9016
0,79/1071,158/1071,316/1071,673/1428,1229/2142,2651/4284
0,253/3360,253/1680,253/840,533/1120,1933/3360,253/420
0,211/2730,211/1365,422/1365,877/1820,788/1365,272/455
0,520/6909,1040/6909,2080/6909,2195/4606,7949/13818,9287/13818
0,443/5880,443/2940,443/1470,933/1960,3383/5880,589/735
0,1021/13524,1021/6762,1021/3381,537/1127,7783/13524,18853/27048
0,281/3780,281/1890,281/945,877/1890,2171/3780,911/945
0,253/3360,253/1680,253/840,533/1120,1933/3360,533/560
0,443/5880,443/2940,443/1470,933/1960,3383/5880,1283/1680
0,1021/13524,1021/6762,1021/3381,537/1127,7783/13524,23489/27048
0,61/1176,61/588,61/294,793/2352,61/147,2417/4704
