0,139/1890,139/945,1/2,2029/3780,41/54,23/28
0,47/640,47/320,1/2,687/1280,3/4,973/1280
0,33/575,66/575,1/2,304/575,3/4,3773/4600
0,7/110,7/55,1/2,117/220,3/4,337/440
0,17/300,17/150,1/2,317/600,3/4,7/8
0,17/300,17/150,1/2,317/600,3/4,14/15
0,11/180,11/90,1/2,191/360,3/4,7/8
0,17/300,17/150,1/2,317/600,3/4,49/60
0,11/180,11/90,1/2,191/360,551/720,33/40
0,31/495,62/495,1/2,263/495,379/495,437/495
0,11/180,11/90,1/2,191/360,551/720,677/720
0,22/351,44/351,1/2,373/702,1075/1404,2479/2808
0,893/8496,893/4248,1/2,9389/16992,28685/33984,40049/45312
0,257/2448,257/1224,1/2,2705/4896,8267/9792,18059/19584
0,893/8496,893/4248,1/2,9389/16992,28685/33984,130529/135936
0,293/3060,293/1530,1/2,3353/6120,10499/12240,22739/24480
0,181/5472,181/2736,1/2,1675/2736,301/456,161/228
0,25/576,25/288,1/2,377/576,413/576,101/128
0,29/720,29/360,1/2,229/360,25/36,3/4
0,17/336,17/168,1/2,269/420,57/80,1409/1680
0,47/1200,47/600,1/2,383/600,139/200,983/1200
0,307/7992,307/3996,1/2,2545/3996,461/666,12085/15984
0,143/3672,143/1836,1/2,1169/1836,106/153,259/306
0,361/9288,361/4644,1/2,2959/4644,268/387,317/344
0,127/3120,127/1560,1/2,997/1560,181/260,441/520
0,361/9288,361/4644,1/2,2959/4644,268/387,2387/3096
0,277/4240,277/2120,1/2,20807/28620,15467/19080,47959/57240
0,1147/15600,1147/7800,1/2,5621/7800,3223/3900,5531/6240
0,97/1440,97/720,1/2,521/720,59/72,1241/1440
0,791/11880,791/5940,1/2,358/495,541/660,1201/1320
0,613/9240,613/4620,1/2,13367/18480,15143/18480,8821/9240
0,2771/41760,2771/20880,1/2,7553/10440,17119/20880,37999/41760
0,613/9240,613/4620,1/2,13367/18480,15143/18480,761/880
0,143/2856,143/1428,1/2,242/357,3/4,4541/5712
0,163/2736,163/1368,1/2,455/684,3/4,4675/5472
0,29/576,29/288,1/2,65/96,3/4,161/192
0,17/336,17/168,1/2,65/96,3/4,7/8
0,17/336,17/168,1/2,1139/1680,3/4,131/140
0,5/96,5/48,1/2,65/96,3/4,7/8
0,17/336,17/168,1/2,1139/1680,3/4,57/70
0,391/10584,391/5292,1/2,134/189,323/378,3145/3528
0,19/504,19/252,1/2,134/189,323/378,701/756
0,391/10584,391/5292,1/2,134/189,323/378,10193/10584
0,61/1680,61/840,1/2,149/210,359/420,779/840
0,707/10560,707/5280,1/2,3697/5280,3181/3520,297/320
0,4667/69960,4667/34980,1/2,24487/34980,10533/11660,22193/23320
0,707/10560,707/5280,1/2,3697/5280,3181/3520,1717/1760
0,181/3120,181/1560,1/2,1257/1820,10019/10920,20939/21840
