0,1203/15950,4489/23925,8978/23925,32903/47850,1385/1914,3299/3828
0,3887/52470,14741/78705,29482/78705,108187/157410,22787/31482,16657/20988
0,94/1265,2132/11385,4264/11385,15649/22770,3299/4554,108989/136620
0,247/3300,2471/13200,2471/6600,9071/13200,1913/2640,2471/3300
0,761/9570,2723/14355,5446/14355,19801/28710,10331/14355,21223/28710
0,439/5940,4447/23760,4447/11880,16327/23760,1147/1584,10387/11880
0,3887/52470,14741/78705,29482/78705,108187/157410,22787/31482,28187/34980
0,157/2520,449/2520,449/1260,1709/2520,1079/1260,2251/2520
0,46/735,523/2940,523/1470,1993/2940,629/735,682/735
0,157/2520,449/2520,449/1260,1709/2520,1079/1260,809/840
0,83/1320,59/330,59/165,112/165,283/330,613/660
0,9883/168840,61951/337680,61951/168840,72661/84420,14957/16884,51161/56280
0,16963/254520,46409/254520,46409/127260,108883/127260,57641/63630,11975/12726
0,5977/100170,34861/200340,34861/100170,43366/50085,45112/50085,93451/100170
0,1114/17325,931/4950,931/2475,14789/17325,15473/17325,16399/17325
0,4661/72450,13633/72450,13633/36225,6184/7245,32351/36225,1409/1449
0,1249/20790,7237/41580,7237/20790,8992/10395,9379/10395,9887/10395
0,4661/72450,13633/72450,13633/36225,6184/7245,32351/36225,11117/12075
0,723/14420,1291/7210,1291/3605,3037/3605,3321/3605,108649/115360
0,121/2415,3457/19320,3457/9660,2713/3220,5933/6440,12373/12880
0,723/14420,1291/7210,1291/3605,3037/3605,3321/3605,112983/115360
0,554/12075,3947/24150,3947/12075,3448/4025,7473/8050,15523/16100
0,38893/549990,50629/274995,101258/274995,233386/274995,9727/10185,29542/30555
0,29257/413910,38086/206955,76172/206955,175654/206955,21979/22995,22487/22995
0,38893/549990,50629/274995,101258/274995,233386/274995,9727/10185,30194/30555
0,21373/321930,57119/321930,57119/160965,137548/160965,17307/17885,17596/17885
0,523/11760,53/490,53/245,743/1470,2405/4704,2027/3920
0,1603/36600,4181/36600,4181/18300,9287/18300,75371/146400,19751/36600
0,2647/64080,6749/64080,6749/32040,4057/8010,131639/256320,66727/128160
0,2393/54600,6241/54600,6241/27300,6931/13650,112501/218400,42631/72800
0,13/320,19/180,19/90,487/960,1481/2880,199/360
0,4381/100200,11447/100200,11447/50100,25429/50100,206417/400800,143317/267200
0,2347/58740,6089/58740,6089/29370,14893/29370,120719/234960,26579/39160
0,41/990,19/180,19/90,4019/7920,16301/31680,109/180
0,1399/31800,1211/10600,1211/5300,8071/15900,21841/42400,1917/3392
0,5777/129360,874/8085,1748/8085,8177/16170,66931/129360,391187/517440
0,89/2160,227/2160,227/1080,137/270,889/1728,407/540
0,4289/107580,1013/9780,1013/4890,13633/26895,221053/430320,182079/286880
0,1919/48180,4993/48180,4993/24090,6103/12045,98983/192720,291703/385440
0,343/8580,889/8580,889/4290,1087/2145,3527/6864,120227/137280
0,1823/43920,4621/43920,4621/21960,2783/5490,90451/175680,266131/351360
0,343/8580,889/8580,889/4290,1087/2145,3527/6864,7963/12480
0,131/3312,6659/57960,6659/28980,14951/28980,185623/347760,94939/173880
0,27859/629280,242651/2045160,242651/1022580,1056509/2045160,492811/908960,535517/908960
0,993/23920,1987/17940,1987/8970,13877/26910,116089/215280,19927/35880
0,2143/52440,130499/1193010,130499/596505,614801/1193010,122501/227240,271847/397670
0,5917/141680,1963/17710,1963/8855,7831/15180,229567/425040,5409/8855
0,5141/115920,110021/927360,110021/463680,479069/927360,20959/38640,134719/231840
0,107251/2290800,266737/2290800,266737/1145400,73958/143175,251087/458160,7021283/9163200
