0,3137/12880,25031/77280,1375/3864,7601/19320,739/1380,2119/2760
0,8583/35600,24027/71200,6821/17800,3653/8900,2371/4450,6821/8900
0,11299/46560,10677/31040,3131/7760,1653/3880,767/1455,1111/1455
0,5821/23760,557/1760,1013/2970,4567/11880,1063/1980,2873/3960
0,1033/4240,57677/178080,15851/44520,17531/44520,11917/22260,15851/22260
0,15241/63840,14419/42560,20571/53200,21961/53200,3019/5700,2161/3192
0,8891/35040,38891/140160,20113/70080,41561/140160,457/876,5347/8760
0,347/1365,1231/4368,457/1560,6641/21840,1433/2730,6641/10920
0,7069/29760,12571/39680,7023/19840,15521/39680,15391/29760,1441/2480
0,1271/5220,18443/62640,9479/31320,6491/20880,271/522,4987/7830
0,1533/6320,15191/50560,7833/25280,16141/50560,989/1896,16141/25280
0,7031/30150,81473/241200,43429/120600,92243/241200,7921/15075,38663/60300
0,614/2415,3627/12880,5653/19320,11731/38640,169/322,3029/4830
0,5597/21960,25247/87840,13201/43920,27557/87840,581/1098,27557/43920
0,224/935,4737/14960,153/440,5667/14960,491/935,1159/1870
0,583/2336,83/292,8575/28032,4421/14016,457/876,9085/14016
0,227/910,527/1820,1375/4368,3559/10920,1433/2730,3559/5460
0,971/3960,457/1485,34763/95040,18739/47520,691/1320,7943/11880
0,213/854,495/1708,2057/6832,1067/3416,1345/2562,2203/3416
0,317/1272,63/212,527/1696,275/848,505/954,275/424
0,1013/4150,2657/8300,23571/66400,12943/33200,13159/24900,10957/16600
0,519/2080,37/130,2449/8320,253/832,407/780,2603/4160
0,199/798,463/1596,275/912,333/1064,419/798,333/532
0,251/1056,3427/10560,15289/42240,1687/4224,2767/5280,2127/3520
0,551/2208,157/552,655/2208,2813/8832,12/23,1445/2208
0,213/854,495/1708,779/2562,965/2928,1345/2562,965/1464
0,2677/10920,841/2730,5531/16380,103801/262080,17153/32760,5599/8190
0,199/798,463/1596,81/266,2017/6384,419/798,347/532
0,293/1176,25/84,1111/3528,4639/14112,467/882,4639/7056
0,61/250,481/1500,107/300,4703/12000,793/1500,407/600
0,487/1952,139/488,1741/5856,7195/23424,191/366,3701/5856
0,185/742,431/1484,97/318,5639/17808,167/318,5639/8904
0,1939/8160,1767/5440,2963/8160,26159/65280,4277/8160,3347/5440
0,35663/145600,68303/218400,9679/29120,2957/8400,29377/54600,160829/218400
0,5927/24320,3869/12160,5005/14592,6709/18240,2449/4560,6709/9120
0,33743/139200,22609/69600,49739/139200,2713/6960,1861/3480,8537/11600
0,185/742,431/1484,97/318,1423/4452,167/318,5875/8904
0,269/1080,161/540,341/1080,1/3,143/270,2/3
0,817/3350,2153/6700,7189/20100,7919/20100,10631/20100,28019/40200
0,455/1824,65/228,181/608,283/912,119/228,2329/3648
0,171/686,57/196,629/2058,1319/4116,1081/2058,1319/2058
0,5359/22560,14671/45120,8203/22560,6047/15040,11827/22560,28261/45120
0,691/2880,119/360,113/320,541/1440,263/480,1261/1440
0,29/120,53/160,11/30,193/480,43/80,193/240
0,9677/41340,4653/13780,5223/13780,5793/13780,10963/20670,14171/20670
0,64811/267120,14491/44520,94103/267120,5063/13356,1205/2226,28373/33390
0,4621/19040,21909/66640,9851/26656,13673/33320,1263/2380,13673/16660
0,43483/178160,29361/89080,13475/35632,19007/44540,5847/11135,2117/2620
0,11679/48160,23309/72240,9965/28896,947/2580,4903/9030,13933/18060
0,22651/94160,15417/47080,6707/18832,9059/23540,3174/5885,9059/11770
0,4621/19040,21909/66640,9851/26656,13673/33320,1263/2380,3643/4760
0,23543/96560,46283/144840,19565/57936,25771/72420,9871/18105,26881/36210
0,163/672,271/840,1159/3360,617/1680,19/35,617/840
0,7829/32736,1799/5456,20023/54560,2757/6820,10877/20460,5617/8184
0,1013/4080,8401/28560,8419/21420,469/1020,18743/28560,16571/24480
0,58/225,5651/18450,41617/110700,4331/9225,6104/9225,314989/442800
0,3911/15300,383/1275,23633/61200,7027/15300,13529/20400,84833/122400
0,1607/6270,5651/18810,1611/4180,479/1045,24971/37620,7831/10032
0,5584/21825,2919/9700,134473/349200,40037/87300,25743/38800,127337/174600
0,60943/241740,24301/80580,92221/241740,56023/120870,13262/20145,336217/483480
0,877/3420,1941/6460,22403/58140,6667/14535,1072/1615,2687/3230
0,37042/144495,371/1235,17137/44460,66254/144495,42631/64220,235071/256880
0,11629/45450,3037/10100,140189/363600,41701/90900,26819/40400,67219/80800
0,37042/144495,371/1235,17137/44460,66254/144495,42631/64220,192333/256880
0,451963/1714944,137611/428736,227015/643104,201611/428736,571261/857472,1853927/2572416
0,3591397/13693680,725639/2282280,2450843/6846840,160085/342342,380077/570570,2450843/3423420
0,4073799/16034480,7375141/24051720,3428587/9019395,2824253/6012930,15988793/24051720,103456301/144310320
0,3195299/12274416,628921/2045736,288676/767151,1016351/2191860,108721/162360,48411689/61372080
0,8303461/32654160,1636937/5442360,6414587/16327080,108001/233244,65434/97185,6414587/8163540
0,262169/1053360,1301423/4389000,1787089/4389000,435793/940500,211819/313500,10300343/13167000
0,7752191/29549520,1566193/4924920,5286181/14774760,1727087/3693690,410077/615615,5420777/7387380
0,4704181/18073440,943207/3012240,3305923/9036720,1046743/2259180,250771/376530,3305923/4518360
0,4488269/17851680,2705107/8925840,3463849/8925840,1031881/2231460,43157/64680,3263341/4462920
0,19491917/78004080,3936727/13000680,1248691/3250170,2266849/4875255,8603471/13000680,27445217/39002040
0,104/405,901/2970,13499/35640,2033/4455,2609/3960,31319/35640
0,461/1800,1023/3400,23573/61200,7027/15300,4513/6800,23573/30600
0,11857/47700,3473/11925,57257/143100,5516/11925,31621/47700,209377/286200
0,189569/740250,37084/123375,145094/370125,679751/1480500,82567/123375,5324129/5922000
0,29713/120960,73/252,12979/30240,56237/120960,13823/20160,12979/15120
0,5563/22785,17623/60760,29783/68355,84923/182280,62791/91140,938111/1093680
