0,1/2,23/36
0,1/2,3/4
0,1/2,31/36
0,9/14,83/112
0,13/20,33/40
0,9/14,101/112
0,7/10,17/20
0,11/32,19/32
0,1/4,1/2
0,7/40,7/20
0,4/15,19/30
0,4/15,29/36
0,5/18,23/36
0,4/15,83/180
0,29/144,5/9
0,73/252,73/126
0,307/780,473/780
0,5/36,1/2
0,13/36,1/2
0,11/112,5/14
0,3/20,3/10
0,29/112,5/14
0,3/16,11/16
0,5/18,5/9
0,7/20,21/40
0,13/60,47/60
0,37/90,37/45
0,4/9,115/144
0,8/45,53/90
0,1/3,2/3
0,53/126,179/252
0,1/8,5/12
0,7/36,7/18
0,26/75,151/300
