"[0, 15075/58058, 15075/29029, 58213/87087, 560179/696696, 1256875/1393392]","[0, 1, 27908/42983, 57748/128949, 136517/515796, 136517/1031592]"
"[0, 15075/58058, 15075/29029, 58213/87087, 560179/696696, 1256875/1393392]","[0, 1/2, 1, 14437/20931, 136517/334896, 136517/669792]"
"[0, 15075/58058, 15075/29029, 58213/87087, 560179/696696, 1256875/1393392]","[0, 45225/116426, 45225/58213, 1, 136517/230992, 136517/461984]"
"[0, 15075/58058, 15075/29029, 58213/87087, 560179/696696, 1256875/1393392]","[0, 180900/560179, 361800/560179, 465704/560179, 1, 1/2]"
"[0, 15075/58058, 15075/29029, 58213/87087, 560179/696696, 1256875/1393392]","[0, 14472/50275, 28944/50275, 931408/1256875, 1120358/1256875, 1]"
"[0, 3379/13013, 6758/13013, 26102/39039, 251135/312312, 1187231/1249248]","[0, 1, 6255/9634, 12937/28902, 61177/231216, 62017/924864]"
"[0, 3379/13013, 6758/13013, 26102/39039, 251135/312312, 1187231/1249248]","[0, 1/2, 1, 12937/18765, 61177/150120, 62017/600480]"
"[0, 3379/13013, 6758/13013, 26102/39039, 251135/312312, 1187231/1249248]","[0, 327/842, 327/421, 1, 61177/103496, 62017/413984]"
"[0, 3379/13013, 6758/13013, 26102/39039, 251135/312312, 1187231/1249248]","[0, 81096/251135, 162192/251135, 208816/251135, 1, 62017/244708]"
"[0, 3379/13013, 6758/13013, 26102/39039, 251135/312312, 1187231/1249248]","[0, 324384/1187231, 648768/1187231, 835264/1187231, 1004540/1187231, 1]"
"[0, 11894/45815, 23788/45815, 91816/137445, 1769639/2199120, 3968759/4398240]","[0, 1, 22027/33921, 45629/101763, 429481/1628208, 429481/3256416]"
"[0, 11894/45815, 23788/45815, 91816/137445, 1769639/2199120, 3968759/4398240]","[0, 1/2, 1, 45629/66081, 429481/1057296, 429481/2114592]"
"[0, 11894/45815, 23788/45815, 91816/137445, 1769639/2199120, 3968759/4398240]","[0, 17841/45908, 17841/22954, 1, 429481/730064, 429481/1460128]"
"[0, 11894/45815, 23788/45815, 91816/137445, 1769639/2199120, 3968759/4398240]","[0, 570912/1769639, 1141824/1769639, 1469056/1769639, 1, 1/2]"
"[0, 11894/45815, 23788/45815, 91816/137445, 1769639/2199120, 3968759/4398240]","[0, 1141824/3968759, 2283648/3968759, 2938112/3968759, 3539278/3968759, 1]"
"[0, 3379/13013, 6758/13013, 26102/39039, 251135/312312, 355519/416416]","[0, 1, 6255/9634, 12937/28902, 61177/231216, 60897/308288]"
"[0, 3379/13013, 6758/13013, 26102/39039, 251135/312312, 355519/416416]","[0, 1/2, 1, 12937/18765, 61177/150120, 20299/66720]"
"[0, 3379/13013, 6758/13013, 26102/39039, 251135/312312, 355519/416416]","[0, 327/842, 327/421, 1, 61177/103496, 182691/413984]"
"[0, 3379/13013, 6758/13013, 26102/39039, 251135/312312, 355519/416416]","[0, 81096/251135, 162192/251135, 208816/251135, 1, 182691/244708]"
"[0, 3379/13013, 6758/13013, 26102/39039, 251135/312312, 355519/416416]","[0, 108128/355519, 216256/355519, 835264/1066557, 1004540/1066557, 1]"
"[0, 67/252, 67/126, 49/72, 193/252, 541/672]","[0, 1, 118/185, 161/370, 59/185, 393/1480]"
"[0, 67/252, 67/126, 49/72, 193/252, 541/672]","[0, 1/2, 1, 161/236, 1/2, 393/944]"
"[0, 67/252, 67/126, 49/72, 193/252, 541/672]","[0, 134/343, 268/343, 1, 118/161, 393/644]"
"[0, 67/252, 67/126, 49/72, 193/252, 541/672]","[0, 67/193, 134/193, 343/386, 1, 393/472]"
"[0, 67/252, 67/126, 49/72, 193/252, 541/672]","[0, 536/1623, 1072/1623, 1372/1623, 1544/1623, 1]"
"[0, 509/1800, 509/900, 599/900, 1409/1800, 2069/2400]","[0, 1, 782/1291, 602/1291, 391/1291, 993/5164]"
"[0, 509/1800, 509/900, 599/900, 1409/1800, 2069/2400]","[0, 1/2, 1, 301/391, 1/2, 993/3128]"
"[0, 509/1800, 509/900, 599/900, 1409/1800, 2069/2400]","[0, 509/1198, 509/599, 1, 391/602, 993/2408]"
"[0, 509/1800, 509/900, 599/900, 1409/1800, 2069/2400]","[0, 509/1409, 1018/1409, 1198/1409, 1, 993/1564]"
"[0, 509/1800, 509/900, 599/900, 1409/1800, 2069/2400]","[0, 2036/6207, 4072/6207, 4792/6207, 5636/6207, 1]"
"[0, 11/40, 11/20, 65/96, 31/40, 161/192]","[0, 1, 18/29, 155/348, 9/29, 155/696]"
"[0, 11/40, 11/20, 65/96, 31/40, 161/192]","[0, 1/2, 1, 155/216, 1/2, 155/432]"
"[0, 11/40, 11/20, 65/96, 31/40, 161/192]","[0, 132/325, 264/325, 1, 108/155, 1/2]"
"[0, 11/40, 11/20, 65/96, 31/40, 161/192]","[0, 11/31, 22/31, 325/372, 1, 155/216]"
"[0, 11/40, 11/20, 65/96, 31/40, 161/192]","[0, 264/805, 528/805, 130/161, 744/805, 1]"
"[0, 5/18, 5/9, 19/28, 7/9, 8/9]","[0, 1, 8/13, 81/182, 4/13, 2/13]"
"[0, 5/18, 5/9, 19/28, 7/9, 8/9]","[0, 1/2, 1, 81/112, 1/2, 1/4]"
"[0, 5/18, 5/9, 19/28, 7/9, 8/9]","[0, 70/171, 140/171, 1, 56/81, 28/81]"
