0,1/2,47/80,27/40
0,1/2,27/40,127/160
0,1/2,5/8,3/4
0,1/2,19/30,49/60
0,1/2,51/80,9/10
0,1/2,23/36,59/72
0,1/2,51/80,59/80
0,1/2,3/4,59/72
0,1/2,3/4,7/8
0,1/2,3/4,67/72
0,1/2,23/28,195/224
0,1/2,33/40,73/80
0,1/2,23/28,213/224
0,1/2,17/20,37/40
0,67/110,149/220,41/55
0,67/110,41/55,369/440
0,23/36,35/48,59/72
0,25/42,59/84,143/168
0,58/99,323/462,5087/5544
0,9/14,83/112,195/224
0,58/99,323/462,619/792
0,33/52,85/104,361/416
0,23/36,59/72,131/144
0,33/52,85/104,395/416
0,37/54,91/108,199/216
0,91/150,43/50,539/600
0,67/110,19/22,41/44
0,91/150,43/50,577/600
0,7/11,157/176,333/352
0,307/858,1609/3003,2105/3432
0,1/3,61/108,313/432
0,17/48,5/9,65/96
0,17/48,5/9,7/9
0,17/48,5/9,127/144
0,17/48,5/9,97/144
0,61/210,113/210,517/840
0,191/624,43/78,191/312
0,301/792,53/99,491/792
0,55499/171600,48053/85800,124603/171600
0,2383/6600,464/825,2383/3300
0,281/720,11/20,131/180
0,247/816,28/51,1063/1632
0,1/3,31/54,2/3
0,121/312,43/78,433/624
0,1/3,71/126,5/6
0,17/48,5/9,17/24
0,257/660,179/330,109/165
0,4583/13200,2767/4950,8587/9900
0,67/160,8/15,67/80
0,1669/3800,499/950,777/950
0,203/600,127/225,176/225
0,201/520,71/130,201/260
0,1147/2720,181/340,521/680
0,1141/3520,3011/5280,1271/1760
0,2713/7920,1667/2970,2713/3960
0,4121/10560,239/440,587/880
0,1/4,1/2,41/72
0,1/4,1/2,11/16
0,1/4,1/2,5/8
0,1/4,1/2,3/4
0,1/4,1/2,31/36
0,1/4,1/2,23/36
0,13/72,13/36,157/288
0,5/36,5/18,1/2
0,11/112,11/56,5/14
0,13/72,13/36,61/96
0,3/20,3/10,23/40
0,4/27,8/27,193/432
0,3/20,3/10,13/20
0,7/50,7/25,81/100
0,7/50,7/25,47/100
0,367/3808,367/1904,125/238
0,337/2520,337/1260,337/630
0,7495/39312,7495/19656,21559/39312
0,3/40,3/20,1/2
0,1/8,1/4,1/2
0,13/72,13/36,1/2
0,19/352,19/176,4/11
0,17/216,17/108,17/54
0,29/224,29/112,5/14
0,31/280,31/140,491/840
0,253/1638,253/819,506/819
0,841/4158,841/2079,7237/11088
0,16/189,32/189,205/378
0,1/7,2/7,4/7
0,83/420,83/210,503/840
0,17/280,17/140,11/28
0,5/56,5/28,5/14
0,65/378,65/189,1387/3024
0,5/48,5/24,17/24
0,3/20,3/10,3/5
0,7/40,7/20,21/40
0,61/504,61/252,11/14
0,37/180,37/90,37/45
0,2/9,4/9,115/144
0,7/72,7/36,43/72
0,1/6,1/3,2/3
0,53/252,53/126,179/252
0,5/72,5/36,31/72
0,13/126,13/63,26/63
