0,11/36,113/144,133/144,17/18
0,11/36,85/108,25/27,26/27
0,11/36,113/144,133/144,47/48
0,3/10,73/90,17/18,35/36
0,29/88,71/176,23/44,105/176
0,203/648,269/648,43/81,49/72
0,113/345,109/276,371/690,229/345
0,775/2436,437/1218,338/609,169/232
0,94/285,89/228,307/570,317/456
0,115/348,559/1392,91/174,3419/5568
0,116/351,277/702,190/351,541/702
0,278/837,661/1674,454/837,2959/3348
0,1/3,71/180,49/90,139/180
0,278/837,661/1674,454/837,245/372
0,89/312,119/312,163/312,253/416
0,83/276,637/1656,110/207,83/138
0,165/464,1159/2784,91/174,565/928
0,835/2752,1721/4128,539/1032,933/1376
0,317/920,29/69,371/690,317/460
0,485/1296,47/108,43/81,227/324
0,37/124,857/2232,148/279,161/248
0,1/3,47/120,11/20,2/3
0,71/190,119/285,307/570,261/380
0,839/2600,1893/5200,1067/1950,11423/15600
0,131/360,281/720,11/20,131/180
0,2753/7140,5821/14280,968/1785,5221/7140
0,1289/4176,799/2088,277/522,2887/4176
0,569/1632,161/408,28/51,569/816
0,323/840,44/105,113/210,149/210
0,2077/7104,169/444,58/111,4535/7104
0,1117/3600,139/360,239/450,1117/1800
0,2155/5952,1241/2976,389/744,463/744
0,59/192,73/192,35/64,155/192
0,64/195,307/780,211/390,128/195
0,13/36,149/360,8/15,113/180
0,73/220,347/880,239/440,142/165
0,939/2300,2033/4600,603/1150,939/1150
0,1381/3240,979/2160,421/810,869/1080
0,977/2940,331/840,80/147,227/294
0,643/1680,477/1120,223/420,643/840
0,41/100,443/1000,131/250,381/500
0,4337/13800,10579/27600,3779/6900,807/1150
0,1117/3360,1327/3360,1823/3360,1117/1680
0,3821/10260,8617/20520,1366/2565,6727/10260
0,749/2664,3155/10656,353/666,1645/2664
0,251/870,2143/6960,467/870,2143/3480
0,418/1269,8149/20304,1319/2538,1537/2538
0,101/360,1349/4320,143/270,701/1080
0,319/1110,969/2960,119/222,969/1480
0,779/2544,2705/6784,83/159,1147/1696
0,19/66,809/2640,59/110,85/132
0,359/1200,1559/4800,41/75,1559/2400
0,109/333,4187/10656,353/666,221/333
0,27/88,313/924,58/105,6751/9240
0,3977/12480,379/1040,859/1560,379/520
0,397/1200,59/150,27/50,11/15
0,251/870,181/580,467/870,761/1160
0,101/336,1/3,23/42,2/3
0,86/261,23/58,277/522,81/116
0,223/792,119/396,35/66,331/528
0,217/750,157/500,403/750,157/250
0,116/351,21/52,365/702,220/351
0,19/60,151/420,233/420,361/420
0,64/195,307/780,211/390,307/390
0,547/1596,685/1596,421/798,79/114
0,3841/11880,2207/5940,274/495,571/660
0,3551/10360,2187/5180,692/1295,2187/2590
0,379/1080,143/324,71/135,37/45
0,10949/34440,1537/4305,4831/8610,13441/17220
0,2043/6200,1201/3100,426/775,1201/1550
0,289/840,2309/5460,243/455,349/455
0,673/2160,737/2160,1223/2160,11/15
0,5071/15960,713/1995,1117/1995,1426/1995
0,5827/17160,3539/8580,2303/4290,5833/8580
0,1/4,3/8,1/2,17/30
0,1/4,33/80,1/2,53/80
0,1/4,3/8,1/2,5/8
0,1/4,21/64,1/2,45/64
0,1/4,13/36,1/2,49/72
0,1/4,37/100,1/2,119/200
0,1/4,3/8,1/2,3/4
0,1/4,3/8,1/2,7/8
0,1/4,123/448,1/2,33/56
