0,191/2016,395/1512,395/756,2207/4032
0,9/98,103/392,103/196,39/56
0,103/1120,221/840,221/420,1061/1680
0,125/1372,90/343,180/343,795/1372
0,341/3724,244/931,488/931,1419/1862
0,163/1764,193/735,386/735,646/735
0,279/2912,24/91,48/91,139/182
0,163/1764,193/735,386/735,95/147
0,7/100,59/300,1/2,623/1200
0,25/456,47/228,1/2,1031/1824
0,19/352,2/11,1/2,371/704
0,3/68,41/238,1/2,159/238
0,13/288,13/72,1/2,85/144
0,19/360,37/180,1/2,199/360
0,9/196,17/98,1/2,3/4
0,19/420,6/35,1/2,367/420
0,3/64,11/64,1/2,3/4
0,19/420,6/35,1/2,263/420
0,5/56,1/4,1/2,235/448
0,1/15,1/4,1/2,139/240
0,3/40,1/4,1/2,43/80
0,9/140,1/4,1/2,24/35
0,1/16,1/4,1/2,5/8
0,9/140,1/4,1/2,79/140
0,1/15,1/4,1/2,3/4
0,1/15,1/4,1/2,7/8
0,5/72,1/4,1/2,3/4
0,1/15,1/4,1/2,5/8
0,11/192,31/192,79/192,33/64
0,3/80,11/80,31/80,1/2
0,25/816,23/204,65/204,7/17
0,13/280,7/40,17/40,311/560
0,1/24,17/120,47/120,25/48
0,15/308,127/924,27/77,1625/3696
0,11/288,43/288,125/288,31/48
0,7/200,7/50,39/100,57/100
0,41/1056,5/33,65/176,167/352
0,19/540,2/15,52/135,187/270
0,41/1188,13/99,38/99,1003/1188
0,13/360,2/15,7/18,25/36
0,41/1188,13/99,38/99,641/1188
0,25/864,89/1080,227/1080,137/270
0,1813/51600,1289/12900,3283/12900,3283/6450
0,7843/157680,1421/9855,14773/39420,80879/157680
0,23/1200,7/100,59/300,1/2
0,11/448,5/56,1/4,1/2
0,79/2352,25/196,31/84,1/2
0,47/2976,43/744,121/744,77/186
0,9/464,41/580,23/116,23/58
0,161/5504,153/1376,443/1376,75/172
0,187/7350,2789/29400,839/3675,1951/3675
0,151/5040,281/2520,901/3360,901/1680
0,8059/198660,62071/397320,19009/49665,436823/794640
0,44/2175,1259/17400,877/4350,2219/4350
0,7/270,133/1440,277/1080,277/540
0,1487/41160,5419/41160,1936/5145,42647/82320
0,1/60,43/720,1/6,19/45
0,43/2100,307/4200,61/300,61/150
0,671/15660,4109/31320,2737/7830,28627/62640
0,11/448,125/1344,355/1344,1595/2688
0,383/13524,362/3381,1369/4508,1369/2254
0,191/5460,2993/21840,2917/7280,4637/7280
0,41/1890,5/63,817/3780,34/63
0,39/1400,71/700,771/2800,771/1400
0,585/16856,571/4214,3243/8428,4785/8428
0,1/56,11/168,5/28,25/56
0,2/91,73/910,397/1820,397/910
0,3/80,41/280,13/35,277/560
0,1/32,11/96,31/96,79/96
0,23/600,7/50,59/150,59/75
0,37/928,35/232,101/232,303/464
0,119/4104,113/1026,109/342,277/342
0,223/5880,211/1470,29/70,29/35
0,2/51,77/510,113/255,1639/2040
0,7/276,32/345,6/23,29/46
0,11/336,5/42,1/3,2/3
0,233/6216,221/1554,215/518,733/1036
0,1/48,11/144,31/144,25/48
0,17/660,31/330,29/110,29/55
0,61/1716,235/1716,115/286,83/143
0,7/100,59/300,59/150,623/1200
0,11/224,5/28,5/14,1/2
0,23/600,7/50,7/25,59/150
0,25/456,47/228,47/114,1031/1824
0,19/352,2/11,4/11,371/704
0,43/744,121/744,121/372,1279/2976
0,19/360,37/180,37/90,47/72
0,13/288,13/72,13/36,85/144
0,39/868,38/217,76/217,409/868
0,17/364,16/91,32/91,123/182
0,5/108,11/63,22/63,158/189
0,11/224,5/28,5/14,19/28
0,5/108,11/63,22/63,97/189
0,1751/49200,1243/12300,1243/6150,3131/6150
0,563/12480,133/1040,133/520,133/260
0,7297/112560,1319/7035,2638/7035,58181/112560
0,21/832,19/208,19/104,1/2
0,5/144,1/8,1/4,1/2
0,7/144,11/60,11/30,1/2
0,43/2160,13/180,13/90,107/270
0,41/1600,37/400,37/200,37/100
0,143/3552,45/296,45/148,46/111
0,877/28980,13031/115920,13031/57960,15551/28980
0,212/5775,6287/46200,6287/23100,6287/11550
0,757/15120,2909/15120,2909/7560,4243/7560
0,2/75,227/2400,227/1200,77/150
0,38/1035,1073/8280,1073/4140,1073/2070
0,1349/25800,4873/25800,4873/12900,27149/51600
0,41/1950,583/7800,583/3900,61/150
0,13/480,23/240,23/120,23/60
0,307/5460,1873/10920,1873/5460,9719/21840
0,701/20664,659/5166,659/2583,6175/10332
0,15/364,211/1365,422/1365,844/1365
0,1307/25326,2551/12663,5102/12663,33025/50652
0,37/1288,67/644,67/322,711/1288
0,5/126,1/7,2/7,4/7
0,519/10360,101/518,101/259,619/1036
0,19/840,23/280,23/140,367/840
0,9/308,65/616,65/308,65/154
0,267/5600,13/70,13/35,2767/5600
0,11/280,1/7,2/7,11/14
0,21/416,19/104,19/52,19/26
0,11/200,31/150,31/75,31/50
0,71/1848,67/462,67/231,53/66
0,11/200,31/150,31/75,62/75
0,17/294,65/294,65/147,118/147
0,1/30,29/240,29/120,149/240
0,5/108,1/6,1/3,2/3
0,11/200,31/150,31/75,53/75
0,11/420,2/21,4/21,103/210
0,31/912,7/57,14/57,28/57
0,13/258,199/1032,199/516,1151/2064
0,251/3696,929/3696,4199/7392,8845/14784
0,997/15477,7523/30954,8993/15477,29153/41272
0,185/2772,1363/5544,134/231,6907/11088
0,164/2541,1237/5082,2957/5082,8039/10164
0,17/264,449/1848,1075/1848,1651/1848
0,71/1071,2095/8568,1247/2142,3389/4284
0,17/264,449/1848,1075/1848,53/77
0,23/294,85/294,85/147,103/168
0,919/11529,6917/23058,6917/11529,22289/30744
0,529/6510,3887/13020,3887/6510,16907/26040
0,151/1890,284/945,568/945,1513/1890
0,151/1890,284/945,568/945,16973/18900
0,43/525,631/2100,631/1050,1681/2100
0,151/1890,284/945,568/945,4429/6300
0,13/210,31/140,223/420,321/560
0,60/1127,211/1127,1187/2254,6117/9016
0,19/336,11/56,355/672,67/112
0,33/637,237/1274,335/637,486/637
0,13/245,13/70,129/245,43/49
0,9/154,235/1232,163/308,471/616
0,13/245,13/70,129/245,159/245
0,29/385,207/770,207/385,5443/9240
0,27/350,377/1400,377/700,981/1400
0,6/77,83/308,83/154,391/616
0,29/385,207/770,207/385,296/385
0,79/1015,547/2030,547/1015,3571/4060
0,16/189,205/756,205/378,583/756
0,79/1015,547/2030,547/1015,2677/4060
0,241/2220,1379/4440,416/555,2409/2960
0,379/3480,539/1740,1303/1740,3043/3480
0,241/2220,1379/4440,416/555,8309/8880
0,343/3450,488/1725,1336/1725,3061/3450
0,157/1260,449/1260,449/630,991/1260
0,92/735,523/1470,523/735,629/735
0,157/1260,449/1260,449/630,389/420
0,83/660,59/165,118/165,283/330
0,67/780,917/2340,917/1170,164/195
0,23/270,53/135,106/135,241/270
0,67/780,917/2340,917/1170,1103/1170
0,7/90,73/180,73/90,163/180
0,51/500,661/1500,577/750,829/1000
0,173/1700,562/1275,1963/2550,4513/5100
0,51/500,661/1500,577/750,2821/3000
0,193/2040,341/765,2413/3060,5473/6120
0,1957/19845,16213/39690,15203/19845,2413/2835
0,2378/24255,20507/48510,18817/24255,20507/24255
0,14219/131670,59743/131670,50438/65835,219337/263340
0,199/2080,661/1560,2419/3120,1441/1560
0,101/1080,241/540,427/540,241/270
0,53/520,1441/3120,152/195,2657/3120
0,27241/263340,56131/131670,100477/131670,61339/65835
0,2041/19404,4513/9702,7573/9702,4513/4851
0,871/7938,3767/7938,3070/3969,14555/15876
0,8873/90405,76187/180810,70117/90405,80261/90405
0,764/7875,7061/15750,6247/7875,7061/7875
0,7615/72324,16867/36162,28219/36162,64381/72324
0,11/189,43/189,116/189,77/108
0,2/33,53/231,142/231,373/462
0,11/189,43/189,116/189,227/252
0,11/192,11/48,59/96,155/192
0,3/35,1/3,2/3,79/105
0,4/45,1/3,2/3,5/6
0,3/35,1/3,2/3,32/35
0,1/12,1/3,2/3,5/6
0,13/154,103/231,167/231,35/44
0,13/154,103/231,167/231,199/231
0,13/154,103/231,167/231,857/924
0,15/176,59/132,191/264,455/528
0,6/161,185/483,334/483,1301/1610
0,6/119,143/357,250/357,286/357
0,425/4592,1573/3444,5017/6888,22249/27552
0,9/140,44/105,149/210,193/210
0,15/176,59/132,191/264,59/66
0,23/228,80/171,251/342,571/684
0,397/6076,1916/4557,6473/9114,8399/9114
0,149/1540,178/385,563/770,356/385
0,199/1862,443/931,687/931,3383/3724
0,27/560,167/420,587/840,1427/1680
0,1/14,3/7,5/7,6/7
0,69/700,244/525,769/1050,1819/2100
0,607/6930,271/770,656/1155,1571/2520
0,1901/20160,677/2016,11923/20160,1229/1680
0,391/4410,341/980,1286/2205,1321/1960
0,356/4095,953/2730,7184/12285,19469/24570
0,2599/30030,953/2730,17557/30030,4478/5005
0,557/6370,341/980,1863/3185,2524/3185
0,2599/30030,953/2730,17557/30030,20719/30030
0,151/1890,284/945,2153/3780,1579/2520
0,232/2793,3487/11172,6491/11172,3487/5586
0,6163/68145,99739/272580,155231/272580,171779/272580
0,7323/95060,124013/380240,110951/190120,831793/1140720
0,7/90,1031/2880,169/288,1031/1440
0,739/8850,26771/70800,20507/35400,6353/8850
0,85/1029,1279/4116,341/588,5395/8232
0,4/45,1/3,65/108,2/3
0,403/4305,3197/8610,10091/17220,11807/17220
0,3097/32760,22013/65520,38797/65520,54773/65520
0,391/4410,341/980,3872/6615,341/490
0,2953/32130,23957/64260,18539/32130,10624/16065
0,292/3675,4043/11760,4303/7350,652/735
0,1/20,83/200,11/20,83/100
0,29/720,311/720,389/720,587/720
0,83/1120,759/2240,1969/3360,5329/6720
0,23/360,563/1440,203/360,563/720
0,27/550,917/2200,151/275,213/275
0,3239/42840,55739/171360,25339/42840,431/595
0,587/7980,43403/127680,1168/1995,43403/63840
0,1163/16170,24371/64680,659/1155,10699/16170
0,37/245,478/735,24/35,2231/2940
0,361/2340,1553/2340,877/1170,4001/4680
0,173/1200,407/600,877/1200,1007/1200
0,11/70,541/840,593/840,1433/1680
0,293/1860,2393/3720,328/465,13739/14880
0,76/525,237/350,773/1050,1823/2100
0,293/1860,2393/3720,328/465,3879/4960
0,71/840,22/35,57/70,1451/1680
0,8/95,359/570,929/1140,2069/2280
0,71/840,22/35,57/70,1597/1680
0,29/380,509/760,1269/1520,2789/3040
0,97/630,93/140,191/210,1177/1260
0,221/1440,479/720,73/80,153/160
0,97/630,93/140,191/210,1229/1260
0,173/1200,407/600,187/200,387/400
0,21/80,59/80,47/60,199/240
0,33/125,92/125,62/75,1339/1500
0,19/78,59/78,85/104,137/156
0,47/171,124/171,91/114,205/228
0,139/504,365/504,67/84,53/56
0,14/57,43/57,125/152,277/304
0,139/504,365/504,67/84,143/168
0,14/57,43/57,50/57,277/304
0,19/78,59/78,137/156,293/312
0,14/57,43/57,50/57,881/912
0,25/117,92/117,209/234,443/468
0,29/110,81/110,299/330,41/44
0,21/80,59/80,109/120,229/240
0,29/110,81/110,299/330,643/660
0,47/192,145/192,89/96,185/192
0,63/170,63/85,401/510,212/255
0,24/65,48/65,323/390,697/780
0,8/21,16/21,23/28,37/42
0,131/360,131/180,4/5,9/10
0,379/1044,379/522,139/174,659/696
0,91/240,91/120,33/40,73/80
0,379/1044,379/522,139/174,593/696
0,91/240,91/120,211/240,73/80
0,8/21,16/21,37/42,79/84
0,91/240,91/120,211/240,29/30
0,25/63,50/63,113/126,239/252
0,17/46,17/23,313/345,429/460
0,63/170,63/85,232/255,487/510
0,17/46,17/23,313/345,269/276
0,155/408,155/204,379/408,787/816
0,2827/6384,9631/12768,20285/25536,891/1064
0,4675/10248,31169/40992,17209/20496,147739/163968
0,3533/7812,6019/7812,25807/31248,13831/15624
0,1082/2415,3623/4830,3139/3864,7003/7728
0,6397/14280,5353/7140,11597/14280,54353/57120
0,1313/2898,4463/5796,19223/23184,42407/46368
0,6397/14280,5353/7140,11597/14280,3277/3808
0,509/1260,2353/3150,2449/3150,1769/2100
0,337/798,1529/1995,1607/1995,337/399
0,997/2184,6649/8736,4665/5824,3673/4368
0,10771/24990,9404/12495,10327/12495,11266/12495
0,14813/32550,12707/16275,13921/16275,14813/16275
0,19/40,7759/10080,4271/5040,12163/13440
0,97/231,883/1155,1853/2310,1019/1155
0,201/448,89/112,379/448,201/224
0,211/448,131/168,187/224,299/336
0,1237/2856,2141/2856,18553/22848,2665/2856
0,457/1008,389/504,93/112,457/504
0,941/2016,515/672,185/224,3547/4032
0,839/1925,17179/23100,24861/30800,10963/11550
0,3613/7560,1973/2520,1411/1680,3613/3780
0,543/1120,2603/3360,933/1120,12661/13440
0,1329/3080,877/1155,2843/3465,3154/3465
0,519/1120,1343/1680,239/280,519/560
0,4829/10080,1973/2520,1411/1680,3091/3360
0,3161/7560,3737/5040,6089/7560,1097/1260
0,773/1785,5431/7140,8797/10710,1546/1785
0,81/175,53/70,491/600,691/800
0,4157/10332,1924/2583,4507/5166,2081/2296
0,29/72,47/63,55/63,59/63
0,4157/10332,1924/2583,4507/5166,19963/20664
0,139/336,65/84,149/168,317/336
0,1093/2688,989/1344,1219/1344,313/336
0,57/140,165/224,109/120,229/240
0,1093/2688,989/1344,1219/1344,437/448
0,131/315,379/504,1171/1260,2431/2520
0,43/112,743/1008,809/1008,211/252
0,1803/4606,1688/2303,5801/6909,24725/27636
0,83/210,79/105,5/6,92/105
0,1097/2856,2071/2856,389/476,865/952
0,403/1050,1217/1680,2287/2800,5333/5600
0,706/1785,268/357,199/238,437/476
0,403/1050,1217/1680,2287/2800,4841/5600
0,25/63,95/126,50/63,88/105
0,2563/6090,2326/3045,2563/3045,550/609
0,349/840,109/140,349/420,249/280
0,281/693,1037/1386,562/693,1255/1386
0,1633/4032,3011/4032,1633/2016,1915/2016
0,193/462,359/462,193/231,212/231
0,1633/4032,3011/4032,1633/2016,289/336
0,29/63,2963/3780,58/63,1781/1890
0,323/700,11/14,323/350,673/700
0,29/63,2963/3780,58/63,1849/1890
0,263/560,45/56,263/280,543/560
0,396/833,7745/9996,3021/3332,37241/39984
0,839/1764,38/49,1601/1764,3365/3528
0,396/833,7745/9996,3021/3332,38995/39984
0,121/252,111/140,2329/2520,4849/5040
0,583/1260,31/40,1147/1260,593/630
0,991/2100,829/1050,277/300,991/1050
0,18433/38220,572/735,34717/38220,142529/152880
0,79/168,131/168,307/336,163/168
0,101/210,167/210,779/840,101/105
0,197/406,3835/4872,4469/4872,9197/9744
0,1724/3675,2836/3675,26611/29400,7163/7350
0,2131/4350,3473/4350,16141/17400,2131/2175
0,133/270,853/1080,991/1080,839/864
0,247/525,331/420,484/525,1009/1050
0,17/35,1363/1680,33/35,34/35
0,2723/5550,4429/5550,20573/22200,42773/44400
0,577/1288,255/322,577/644,1191/1288
0,201/448,89/112,201/224,425/448
0,577/1288,255/322,577/644,1251/1288
0,51/112,23/28,51/56,107/112
0,1859/3948,1025/1316,2341/2632,29021/31584
0,211/448,131/168,299/336,635/672
0,1859/3948,1025/1316,2341/2632,30655/31584
0,425/896,45/56,101/112,213/224
0,4531/9975,7778/9975,17753/19950,9257/9975
0,519/1120,1343/1680,3023/3360,519/560
0,4829/10080,1973/2520,4493/5040,3091/3360
0,389/840,11/14,25/28,809/840
0,113/238,1537/1904,3441/3808,113/119
0,843/1750,1391/1750,3141/3500,6513/7000
0,13429/28980,44929/57960,102889/115920,28103/28980
0,73/150,973/1200,2173/2400,73/75
0,3019/6150,4907/6150,11057/12300,47449/49200
0,12023/26040,5191/6510,11701/13020,24721/26040
0,733/1530,637/765,701/765,733/765
0,161/330,713/880,1593/1760,3353/3520
0,1/3,2/3,29/40,47/60
0,1/3,2/3,25/32,83/96
0,1/3,2/3,3/4,5/6
0,1/3,2/3,34/45,79/90
0,1/3,2/3,34/45,101/108
0,1/3,2/3,41/54,95/108
0,1/3,2/3,34/45,443/540
0,1/3,2/3,5/6,95/108
0,1/3,2/3,5/6,11/12
0,1/3,2/3,5/6,103/108
0,1/3,2/3,37/42,307/336
0,1/3,2/3,53/60,113/120
0,1/3,2/3,37/42,325/336
0,1/3,2/3,9/10,19/20
0,383/882,1265/1764,2693/3528,239/294
0,7801/17346,25147/34692,14153/17346,123005/138768
0,1346/3045,4391/6090,3841/4872,10481/12180
0,919/2079,1499/2079,6575/8316,14891/16632
0,919/2079,1499/2079,6575/8316,10489/11088
0,512/1155,1667/2310,7331/9240,16571/18480
0,919/2079,1499/2079,6575/8316,28097/33264
0,185/483,334/483,352/483,1301/1610
0,143/357,250/357,268/357,286/357
0,4895/10878,15773/21756,33547/43512,8887/10878
0,44/105,149/210,1756/2205,3901/4410
0,1349/3045,2197/3045,2486/3045,2698/3045
0,42263/89670,131933/179340,73967/89670,639143/717360
0,167/420,587/840,251/336,1427/1680
0,3/7,5/7,11/14,6/7
0,244/525,769/1050,1119/1400,1819/2100
0,995/2352,3347/4704,1843/2352,2171/2352
0,512/1155,1667/2310,7331/9240,1024/1155
0,1154/2499,3653/4998,7993/9996,17225/19992
0,6479/15120,21599/30240,1319/1680,14263/15120
0,4223/8925,6574/8925,57541/71400,8446/8925
0,10286/21315,31601/42630,68921/85260,318337/341040
0,73/175,124/175,137/175,156/175
0,1559/3465,2512/3465,2771/3465,3118/3465
0,5732/12075,17807/24150,77899/96600,174499/193200
0,7759/19110,26869/38220,4947/6370,16273/19110
0,1173/2800,3973/5600,6581/8400,1173/1400
0,2456/5355,7811/10710,51253/64260,72677/85680
0,521/1365,943/1365,1154/1365,4841/5460
0,521/1365,943/1365,1154/1365,2519/2730
0,521/1365,943/1365,1154/1365,349/364
0,313/819,566/819,1385/1638,3023/3276
0,885/2254,3139/4508,3019/3381,4153/4508
0,1271/3234,4505/6468,482/539,1021/1078
0,885/2254,3139/4508,3019/3381,13141/13524
0,919/2310,3229/4620,2111/2310,4421/4620
0,138/385,523/770,877/1155,926/1155
0,352/945,1297/1890,767/945,1325/1512
0,146/399,545/798,837/1064,1343/1596
0,431/1176,1607/2352,619/784,1403/1568
0,431/1176,1607/2352,619/784,741/784
0,247/672,919/1344,355/448,803/896
0,431/1176,1607/2352,619/784,331/392
0,247/672,919/1344,247/336,355/448
0,151/378,529/756,151/189,221/252
0,313/819,566/819,626/819,1385/1638
0,202/525,727/1050,404/525,929/1050
0,202/525,727/1050,404/525,493/525
0,122/315,437/630,244/315,559/630
0,202/525,727/1050,404/525,436/525
0,629/1400,2029/2800,629/700,1297/1400
0,227/504,731/1008,227/252,479/504
0,629/1400,2029/2800,629/700,1361/1400
0,173/378,551/756,173/189,181/189
0,277/588,865/1176,349/392,4325/4704
0,673/1428,2101/2856,2545/2856,5401/5712
0,277/588,865/1176,349/392,4567/4704
0,113/238,351/476,3441/3808,7249/7616
0,191/420,611/840,3743/4200,3901/4200
0,5069/10920,15989/21840,9851/10920,5069/5460
0,3019/6300,9319/12600,11243/12600,46393/50400
0,211/455,333/455,3257/3640,877/910
0,253/532,785/1064,3859/4256,253/266
0,911/1890,2801/3780,1133/1260,7043/7560
0,779/1680,2459/3360,2239/2520,4889/5040
0,263/540,803/1080,1307/1440,263/270
0,3167/6450,9617/12900,11611/12900,49787/51600
0,4273/9240,13513/18480,1387/1540,2927/3080
0,821/1710,2531/3420,787/855,821/855
0,41/84,125/168,3047/3360,6407/6720
0,3/7,5/7,6/7,113/126
0,3/7,5/7,6/7,13/14
0,3/7,5/7,6/7,121/126
0,244/525,769/1050,1819/2100,22727/25200
0,244/525,769/1050,1819/2100,3919/4200
0,244/525,769/1050,1819/2100,24301/25200
0,293/630,923/1260,2183/2520,4703/5040
0,557/1260,1817/2520,4337/5040,509/560
0,1559/3465,2512/3465,5977/6930,3118/3465
0,5732/12075,17807/24150,41957/48300,174499/193200
0,279/616,895/1232,2127/2464,587/616
0,293/630,923/1260,2183/2520,293/315
0,307/644,951/1288,2239/2576,4695/5152
0,5263/11550,16813/23100,39913/46200,5563/5775
0,997/2070,3067/4140,7207/8280,997/1035
0,127/260,387/520,907/1040,11917/12480
0,4091/9135,6613/9135,7874/9135,17009/18270
0,7/15,11/15,13/15,14/15
0,1349/2790,4139/5580,9719/11160,20879/22320
